state,county,2015,2016,2017,2018,fips
Oklahoma,Major,489808,443652,436118,450856,
Oklahoma,Marshall,465337,437857,459906,498737,
Oklahoma,Mayes,1603114,1448127,1273558,1438706,
Oklahoma,McClain,918958,904202,913203,956594,
Oklahoma,McCurtain,901853,891871,896124,881333,
Oklahoma,McIntosh,325487,311251,302841,313643,
Oklahoma,Murray,523173,472783,487694,498180,
Oklahoma,Muskogee,2960187,2954344,2954303,2912342,
Oklahoma,Noble,636275,555634,557514,611248,
Oklahoma,Nowata,195512,177050,166664,176012,
Oklahoma,Okfuskee,206170,200273,187648,202438,
Oklahoma,Oklahoma,63844230,63020947,63498956,64803045,
Oklahoma,Okmulgee,819519,792898,786503,803796,
Oklahoma,Osage,953799,951807,907140,839531,
Oklahoma,Ottawa,892777,887450,876841,889795,
Oklahoma,Pawnee,327727,327337,333281,345675,
Oklahoma,Payne,3122860,3028762,3008781,3083512,
Oklahoma,Pittsburg,1560897,1503975,1592070,1690497,
Oklahoma,Pontotoc,1811615,1906138,1995797,2013020,
Oklahoma,Pottawatomie,2004266,1903100,1872254,1864658,
Oklahoma,Pushmataha,223905,215567,209186,205875,
Oklahoma,Roger Mills,135578,155352,141606,136434,
Oklahoma,Rogers,2744013,2497425,2434626,2549812,
Oklahoma,Seminole,705995,699012,677926,711545,
Oklahoma,Sequoyah,651604,646184,638407,640722,
Oklahoma,Stephens,1673256,1474295,1440745,1484321,
Oklahoma,Texas,1440645,1395116,1489301,1474341,
Oklahoma,Tillman,267634,338088,334014,303769,
Oklahoma,Tulsa,45880533,42824288,44738008,46158530,
Oklahoma,Wagoner,1050012,1041296,983801,1018993,
Oklahoma,Washington,7182351,7986634,7978470,7936430,
Oklahoma,Washita,233406,233359,239583,249218,
Oklahoma,Woods,920220,909241,742646,717358,
Oklahoma,Woodward,1370250,1320988,1307085,1271241,
Oregon,,191999012,200948186,208625773,216561514,
Oregon,Baker,509371,529953,566364,580947,
Oregon,Benton,4215045,4347188,4484532,4705402,
Oregon,Clackamas,17198027,18108725,18898254,19580688,
Oregon,Clatsop,1590705,1642705,1696418,1740163,
Oregon,Columbia,1125303,1161825,1171275,1206750,
Oregon,Coos,1941228,2000459,2041251,2091146,
Oregon,Crook,604309,634792,649724,697812,
Oregon,Curry,592246,611974,618895,624680,
Oregon,Deschutes,6672082,7303591,7892078,8195615,
Oregon,Douglas,3074741,3218473,3348546,3382950,
Oregon,Gilliam,296287,301584,280719,300239,
Oregon,Grant,280311,273878,261931,270450,
Oregon,Harney,268373,254129,276630,275187,
Oregon,Hood River,972603,1030921,1051387,1143163,
Oregon,Jackson,7384730,7700451,7957275,8219635,
Oregon,Jefferson,607581,625269,671395,690490,
Oregon,Josephine,2241748,2337115,2454025,2554777,
Oregon,Klamath,1993325,2029679,2166304,2234621,
Oregon,Lake,265971,284328,293838,286236,
Oregon,Lane,13807680,14146848,14683029,15067333,
Oregon,Lincoln,1607582,1642186,1700511,1757779,
Oregon,Linn,3861453,4072242,4210211,4418178,
Oregon,Malheur,1034706,1000059,1112069,1183673,
Oregon,Marion,13063620,13622933,13959871,14356411,
Oregon,Morrow,1200779,1202369,1120213,1084849,
Oregon,Multnomah,52471712,55332400,57293675,59722160,
Oregon,Polk,1623371,1679784,1712544,1800079,
Oregon,Sherman,628566,647210,655582,583912,
Oregon,Tillamook,874374,918841,941141,950167,
Oregon,Umatilla,2930458,3126738,3251159,3387635,
Oregon,Union,847303,855453,905164,949249,
Oregon,Wallowa,349630,360479,377192,362181,
Oregon,Wasco,1216453,1287913,1277098,1236735,
Oregon,Washington,41410550,43342566,45299055,47541712,
Oregon,Wheeler,56515,53876,59032,64113,
Oregon,Yamhill,3225526,3304110,3333620,3389781,
Pennsylvania,,681234571,689844386,693675632,711822173,
Pennsylvania,Adams,3334856,3327497,3476444,3487746,
Pennsylvania,Allegheny,83017798,82618284,84107607,86799511,
Pennsylvania,Armstrong,2276494,2228905,2330667,2344977,
Pennsylvania,Beaver,6615525,6525338,6725165,7129597,
Pennsylvania,Bedford,1470333,1434084,1498362,1505845,
Pennsylvania,Berks,18023285,17947700,17911239,18443415,
Pennsylvania,Blair,5231330,5195441,5260675,5354290,
Pennsylvania,Bradford,4856827,5160201,5397156,5109302,
Pennsylvania,Bucks,29447995,29840332,29839627,30571290,
Pennsylvania,Butler,9624865,9723458,9854888,10060376,
Pennsylvania,Cambria,4562547,4476405,4455663,4550684,
Pennsylvania,Cameron,230873,254177,254655,243704,
Pennsylvania,Carbon,2066060,2137686,2113357,2201379,
Pennsylvania,Centre,7565612,7728852,7926572,7929168,
Pennsylvania,Chester,39123747,40078808,41196741,41947957,
Pennsylvania,Clarion,1222337,1189419,1180605,1203238,
Pennsylvania,Clearfield,2600314,2481032,2591034,2619560,
Pennsylvania,Clinton,1527318,1525767,1507144,1472252,
Pennsylvania,Columbia,2236756,2247913,2245364,2308721,
Pennsylvania,Crawford,2898747,2820909,2885992,2963429,
Pennsylvania,Cumberland,13434666,13387426,13515945,13853916,
Pennsylvania,Dauphin,20299060,20476592,20623247,21169400,
Pennsylvania,Delaware,29378671,29291807,29899618,30635413,
Pennsylvania,Elk,1397570,1418356,1444515,1469386,
Pennsylvania,Erie,11262083,11026281,10860163,11200594,
Pennsylvania,Fayette,4043595,3966995,3935183,4008354,
Pennsylvania,Forest,287912,283843,276930,274369,
Pennsylvania,Franklin,5271900,5241440,5412963,5583610,
Pennsylvania,Fulton,558558,566736,604764,663976,
Pennsylvania,Greene,4166626,4351426,4444297,4452185,
Pennsylvania,Huntingdon,1221304,1216704,1235321,1260972,
Pennsylvania,Indiana,4107160,3788192,3843789,3867491,
Pennsylvania,Jefferson,1563729,1512253,1538225,1569079,
Pennsylvania,Juniata,696557,653676,730790,755938,
Pennsylvania,Lackawanna,8597008,8666241,8738190,9039506,
Pennsylvania,Lancaster,24930839,25009837,25768354,26442386,
Pennsylvania,Lawrence,2818025,2767252,2755272,2846290,
Pennsylvania,Lebanon,5337260,5381158,5473599,5659207,
Pennsylvania,Lehigh,20906961,21142432,21101822,21674408,
Pennsylvania,Luzerne,14296940,14330958,14423152,14876375,
Pennsylvania,Lycoming,6629559,6519510,6569871,6530249,
Pennsylvania,McKean,1818940,1771932,1824340,1865208,
Pennsylvania,Mercer,4106092,4030379,4069357,4101219,
Pennsylvania,Mifflin,1572633,1544588,1568453,1594976,
Pennsylvania,Monroe,5560621,5688610,5529321,5673380,
Pennsylvania,Montgomery,66088804,67769226,67635710,69918251,
Pennsylvania,Montour,1783793,1743495,1716419,1723924,
Pennsylvania,Northampton,11930581,12198990,12191945,12457389,
Pennsylvania,Northumberland,2911110,2873576,2982734,2920049,
Pennsylvania,Perry,847777,817963,880431,880847,
Pennsylvania,Philadelphia,105086826,110272136,106852689,110734916,
Pennsylvania,Pike,1196832,1235038,1216978,1253930,
Pennsylvania,Potter,632264,653646,698056,744771,
Pennsylvania,Schuylkill,4755673,4682838,4693114,4810715,
Pennsylvania,Snyder,1308338,1310081,1389748,1551086,
Pennsylvania,Somerset,2500565,2467621,2512800,2601860,
Pennsylvania,Sullivan,518898,554689,639158,561999,
Pennsylvania,Susquehanna,4417614,5181072,5530657,5152922,
Pennsylvania,Tioga,2021398,2104675,2086230,2158993,
Pennsylvania,Union,1708618,1720305,1732261,1763808,
Pennsylvania,Venango,1759210,1715875,1708831,1744639,
Pennsylvania,Warren,1554850,1538692,1549021,1591424,
Pennsylvania,Washington,14136960,14367271,14657423,15025337,
Pennsylvania,Wayne,1441687,1456959,1486486,1526693,
Pennsylvania,Westmoreland,12790203,12649986,12764712,13083629,
Pennsylvania,Wyoming,2108432,2265154,2414519,2201326,
Pennsylvania,York,17734523,17953835,18301760,18675558,
Rhode Island,,53096517,53090736,52989335,53624875,
Rhode Island,Bristol,1558599,1554376,1528241,1546297,
Rhode Island,Kent,7956719,7986785,7923102,8086479,
Rhode Island,Newport,5124023,5152549,5234084,5328893,
Rhode Island,Providence,32512083,32514875,32363400,32410449,
Rhode Island,Washington,5940989,5878588,5938011,6252824,
South Carolina,,189899804,195459612,201872573,207202634,
South Carolina,Abbeville,502241,518042,524320,532044,
South Carolina,Aiken,5834526,5836985,5908848,6009182,
South Carolina,Allendale,285756,308723,330976,333219,
South Carolina,Anderson,5675816,5798253,6005398,6278912,
South Carolina,Bamberg,304064,307420,309752,308519,
South Carolina,Barnwell,553660,596836,589145,626073,
South Carolina,Beaufort,6281508,6385554,6383085,6565845,
South Carolina,Berkeley,6132712,6502264,6694118,7034739,
South Carolina,Calhoun,648096,684549,720265,732086,
South Carolina,Charleston,24632471,25685960,26734903,27580595,
South Carolina,Cherokee,1653332,1712230,1720725,1926264,
South Carolina,Chester,974521,984951,982849,1044555,
South Carolina,Chesterfield,1406135,1402802,1397305,1438869,
South Carolina,Clarendon,550313,549389,554610,551261,
South Carolina,Colleton,852441,878693,893693,910269,
South Carolina,Darlington,2276711,2233995,2237480,2272984,
South Carolina,Dillon,689122,726695,725760,760294,
South Carolina,Dorchester,2699844,2821728,2970814,3090144,
South Carolina,Edgefield,522185,527593,542577,539275,
South Carolina,Fairfield,1549625,1738122,1608936,1222682,
South Carolina,Florence,6253463,6425030,6588212,6747394,
South Carolina,Georgetown,2229031,2129552,2133707,2193408,
South Carolina,Greenville,25442589,25966035,26706178,27449115,
South Carolina,Greenwood,2531649,2538342,2596014,2613491,
South Carolina,Hampton,414872,422628,420689,431300,
South Carolina,Horry,10112562,10369975,10953498,11205683,
South Carolina,Jasper,853093,869976,915884,906749,
South Carolina,Kershaw,1755177,1715811,1776576,1823910,
South Carolina,Lancaster,2505743,2892462,3303682,3501614,
South Carolina,Laurens,3484393,3649304,3785287,3972703,
South Carolina,Lee,287895,324167,341262,335137,
South Carolina,Lexington,10017161,10460193,10728777,10931139,
South Carolina,Marion,500436,501489,505431,526593,
South Carolina,Marlboro,694453,688893,703313,719813,
South Carolina,McCormick,173514,182360,185528,189763,
South Carolina,Newberry,1157734,1208181,1240576,1351736,
South Carolina,Oconee,3332422,3364139,3486055,3480348,
South Carolina,Orangeburg,2966052,2975439,3071535,3115582,
South Carolina,Pickens,3113133,3284205,3319149,3412082,
South Carolina,Richland,21749024,22134526,22784354,23330091,
South Carolina,Saluda,362405,369376,380337,383486,
South Carolina,Spartanburg,12110466,12562461,13125872,13481467,
South Carolina,Sumter,3611478,3619175,3697262,3773452,
South Carolina,Union,599087,618081,631721,673529,
South Carolina,Williamsburg,698687,705004,718866,729534,
South Carolina,York,8930150,9299461,9958107,10183072,
South Dakota,,45442579,45685462,45618910,46490474,
South Dakota,Aurora,136377,124408,141728,150342,
South Dakota,Beadle,896205,875996,862555,951722,
South Dakota,Bennett,79871,71759,67769,68067,
South Dakota,Bon Homme,241606,202297,212897,242541,
South Dakota,Brookings,1814926,1901610,1859157,1957992,
South Dakota,Brown,1940371,2034843,2011244,2025182,
South Dakota,Brule,300698,280069,281647,291223,
South Dakota,Buffalo,93881,79669,97704,99261,
South Dakota,Butte,299732,270726,281621,289151,
South Dakota,Campbell,79316,106542,96355,106786,
South Dakota,Charles Mix,615518,603356,605982,652724,
South Dakota,Clark,168296,191882,130383,179186,
South Dakota,Clay,576073,590863,590965,616494,
South Dakota,Codington,1308491,1293121,1339436,1347759,
South Dakota,Corson,122915,93365,98524,124679,
South Dakota,Custer,206482,201317,206817,205608,
South Dakota,Davison,993150,983847,993427,1028594,
South Dakota,Day,221800,245225,227672,264913,
South Dakota,Deuel,266706,299493,269692,277741,
South Dakota,Dewey,244923,229785,215461,199284,
South Dakota,Douglas,240634,271949,256858,250416,
South Dakota,Edmunds,166527,177554,176911,188596,
South Dakota,Fall River,268036,285996,270242,267271,
South Dakota,Faulk,90718,90485,80466,91714,
South Dakota,Grant,527752,523292,521161,514435,
South Dakota,Gregory,176541,206695,229235,216574,
South Dakota,Haakon,129337,87740,104200,109136,
South Dakota,Hamlin,206919,246025,192974,214104,
South Dakota,Hand,186834,157289,166322,185945,
South Dakota,Hanson,160688,152946,177519,172033,
South Dakota,Harding,115717,109685,103456,88038,
South Dakota,Hughes,1036205,1038066,1076652,1084280,
South Dakota,Hutchinson,447503,447925,437351,497488,
South Dakota,Hyde,105066,88277,115044,87885,
South Dakota,Jackson,61784,60762,62328,70597,
South Dakota,Jerauld,208377,209633,218189,218648,
South Dakota,Jones,59135,46398,48083,71155,
South Dakota,Kingsbury,222058,244511,246882,252344,
South Dakota,Lake,502031,526433,507156,549295,
South Dakota,Lawrence,931015,937321,960158,973243,
South Dakota,Lincoln,1977656,2049288,2102053,2200313,
South Dakota,Lyman,270120,223420,221402,277536,
South Dakota,Marshall,280878,357977,322386,374220,
South Dakota,McCook,231602,274024,275659,284634,
South Dakota,McPherson,79377,74941,65217,76516,
South Dakota,Meade,674491,679726,712295,700392,
South Dakota,Mellette,37229,39070,33136,33186,
South Dakota,Miner,73252,90938,122156,135432,
South Dakota,Minnehaha,14891991,14730876,14420811,14349976,
South Dakota,Moody,335782,362485,301736,321364,
South Dakota,Pennington,4913374,4960752,5081755,5148494,
South Dakota,Perkins,129486,120838,180913,142255,
South Dakota,Potter,170288,141230,159250,137557,
South Dakota,Roberts,281164,288280,278537,327352,
South Dakota,Sanborn,147382,163188,173949,169186,
South Dakota,Oglala Lakota,277555,276358,285773,299072,
South Dakota,Spink,291633,287736,295197,281485,
South Dakota,Stanley,205928,172637,181382,214228,
South Dakota,Sully,90310,98438,121131,146973,
South Dakota,Todd,222209,201594,222888,223426,
South Dakota,Tripp,307836,256977,252497,302451,
South Dakota,Turner,482556,516793,499218,473095,
South Dakota,Union,1150341,1244855,1280231,1261290,
South Dakota,Walworth,201102,208920,202180,217629,
South Dakota,Yankton,1172730,1204358,1225255,1247817,
South Dakota,Ziebach,89094,75341,68812,62201,
Tennessee,,301587229,308031570,313837242,323674896,
Tennessee,Anderson,4136021,4196854,4267297,4244637,
Tennessee,Bedford,1646389,1630862,1567526,1609446,
Tennessee,Benton,317344,317442,320424,333275,
Tennessee,Bledsoe,203380,187746,196852,210355,
Tennessee,Blount,4519834,4590446,4665580,4809024,
Tennessee,Bradley,4425202,4305445,4398986,4412936,
Tennessee,Campbell,763622,775059,786030,806050,
Tennessee,Cannon,215018,225567,231378,237659,
Tennessee,Carroll,666139,680924,678784,688843,
Tennessee,Carter,944574,962321,989393,1019574,
Tennessee,Cheatham,869691,895512,933829,955278,
Tennessee,Chester,309515,319530,319995,325061,
Tennessee,Claiborne,702166,700930,706544,720230,
Tennessee,Clay,186617,174124,186043,179229,
Tennessee,Cocke,960043,945429,969122,1016848,
Tennessee,Coffee,2347077,2412519,2518577,2573478,
Tennessee,Crockett,509204,506464,524446,530071,
Tennessee,Cumberland,1454409,1500820,1511868,1515362,
Tennessee,Davidson,57477375,59360691,61051774,63848008,
Tennessee,DeKalb,652684,657850,683111,711225,
Tennessee,Decatur,291189,297794,299614,313352,
Tennessee,Dickson,1432647,1520211,1583911,1624735,
Tennessee,Dyer,1396564,1392440,1419381,1449259,
Tennessee,Fayette,928658,943298,933084,922002,
Tennessee,Fentress,407001,398768,408761,417004,
Tennessee,Franklin,970197,983570,987470,1016719,
Tennessee,Gibson,1305682,1320334,1332477,1410486,
Tennessee,Giles,899998,956977,969959,988833,
Tennessee,Grainger,315641,338987,350987,359429,
Tennessee,Greene,2054252,2077386,2107274,2153404,
Tennessee,Grundy,201003,198667,202401,209935,
Tennessee,Hamblen,2781652,2843223,2885876,2996630,
Tennessee,Hamilton,21548453,22195043,22699612,23273742,
Tennessee,Hancock,81973,81697,81431,84889,
Tennessee,Hardeman,541672,536119,546090,562953,
Tennessee,Hardin,796585,824101,841888,885035,
Tennessee,Hawkins,1832908,1861528,1893816,1881653,
Tennessee,Haywood,693919,737042,716530,730120,
Tennessee,Henderson,718663,710518,716971,742392,
Tennessee,Henry,1095073,1130278,1143821,1124631,
Tennessee,Hickman,346502,354972,358082,371426,
Tennessee,Houston,134993,131233,135603,139845,
Tennessee,Humphreys,704762,673927,671970,603793,
Tennessee,Jackson,169978,167232,170402,177824,
Tennessee,Jefferson,1239350,1262979,1307810,1338198,
Tennessee,Johnson,366293,368547,377301,375541,
Tennessee,Knox,22659410,23336125,23678562,24573575,
Tennessee,Lake,189121,191701,186864,193306,
Tennessee,Lauderdale,632570,641315,652706,671103,
Tennessee,Lawrence,994233,989582,1020430,1057190,
Tennessee,Lewis,231591,236792,242207,249839,
Tennessee,Lincoln,833801,864219,866822,885103,
Tennessee,Loudon,1426738,1444532,1475299,1561274,
Tennessee,Macon,506721,511058,542079,511236,
Tennessee,Madison,5028505,5104444,5207837,5306184,
Tennessee,Marion,675834,697086,717654,727781,
Tennessee,Marshall,812471,824325,923298,959596,
Tennessee,Maury,2824220,3029705,3196187,3285859,
Tennessee,McMinn,1805453,1873492,1888403,1926369,
Tennessee,McNairy,596735,580467,592409,597781,
Tennessee,Meigs,195162,198079,212888,220368,
Tennessee,Monroe,1074259,1135166,1138152,1174306,
Tennessee,Montgomery,4482871,4607178,4773344,4928685,
Tennessee,Moore,176274,164163,171954,187161,
Tennessee,Morgan,261095,250873,253582,265071,
Tennessee,Obion,1029732,1019923,1036501,1034308,
Tennessee,Overton,434657,455777,470799,485920,
Tennessee,Perry,151866,157459,164580,169171,
Tennessee,Pickett,134100,123818,127368,130490,
Tennessee,Polk,288706,272449,272205,287388,
Tennessee,Putnam,3010708,3107373,3213131,3308251,
Tennessee,Rhea,1476179,1626403,1701138,1892112,
Tennessee,Roane,2128394,2242410,2276626,2206450,
Tennessee,Robertson,2147170,2150193,2147428,2138230,
Tennessee,Rutherford,12001017,12407135,12805719,13308992,
Tennessee,Scott,486078,487828,504414,524815,
Tennessee,Sequatchie,242146,247846,246417,247420,
Tennessee,Sevier,3295860,3349914,3445451,3591754,
Tennessee,Shelby,55217782,55660164,56274641,57633301,
Tennessee,Smith,619101,581835,602601,685356,
Tennessee,Stewart,1086774,959056,759200,805094,
Tennessee,Sullivan,6805720,6843903,6913718,7134333,
Tennessee,Sumner,5421962,5625727,5842545,5919474,
Tennessee,Tipton,993205,1014528,1009855,1030904,
Tennessee,Trousdale,146683,147991,158751,179992,
Tennessee,Unicoi,526456,472446,470222,494808,
Tennessee,Union,266159,271565,291110,298006,
Tennessee,Van Buren,93472,87715,85770,89977,
Tennessee,Warren,1242011,1294840,1249868,1258085,
Tennessee,Washington,5145002,5213835,5347622,5468691,
Tennessee,Wayne,296375,273369,280453,292463,
Tennessee,Weakley,1029677,1055415,1093648,1112897,
Tennessee,White,606801,632154,641565,650494,
Tennessee,Williamson,19361207,19817193,19766971,20705085,
Tennessee,Wilson,3971535,4127355,4276223,4442285,
Texas,,1596361911,1600260157,1646264293,1712764025,
Texas,Anderson,1733371,1761038,1757163,1821668,
Texas,Andrews,4618403,4588979,5030447,5355273,
Texas,Angelina,3203803,3140971,3228257,3395257,
Texas,Aransas,662999,634775,606525,607950,
Texas,Archer,368951,343639,351437,370542,
Texas,Armstrong,55922,48598,51314,53869,
Texas,Atascosa,4626219,4248916,4599172,4722996,
Texas,Austin,1263940,1214253,1260054,1271624,
Texas,Bailey,474359,458610,516860,475400,
Texas,Bandera,316070,301003,307421,317383,
Texas,Bastrop,1742307,1741072,1782172,1881339,
Texas,Baylor,154603,145000,153031,162992,
Texas,Bee,915620,859747,840520,839201,
Texas,Bell,14928272,14401726,14599325,14886755,
Texas,Bexar,90563914,92804535,93472254,97527759,
Texas,Blanco,287492,288614,296607,299571,
Texas,Borden,414473,445798,476078,615821,
Texas,Bosque,606770,618864,600680,603479,
Texas,Bowie,3595173,3639773,3663972,3701177,
Texas,Brazoria,14734188,14789436,14863653,15588622,
Texas,Brazos,9015522,9036851,9193538,9525806,
Texas,Brewster,354311,350778,352712,374005,
Texas,Briscoe,62829,93654,90353,95465,
Texas,Brooks,421454,356810,373637,360775,
Texas,Brown,1237059,1249201,1274941,1284852,
Texas,Burleson,1063124,1024436,1251914,1498704,
Texas,Burnet,1267335,1275662,1301004,1334951,
Texas,Caldwell,836699,811776,843716,893669,
Texas,Calhoun,2072589,2003469,1770487,1861259,
Texas,Callahan,248712,243909,254920,278826,
Texas,Cameron,9544503,9659865,9737643,10011608,
Texas,Camp,428638,397897,403938,431406,
Texas,Carson,769303,837858,840262,900276,
Texas,Cass,752698,740258,739240,766769,
Texas,Castro,870206,602006,704404,438483,
Texas,Chambers,2345280,2170174,2127467,2150371,
Texas,Cherokee,1466988,1567759,1514989,1529074,
Texas,Childress,190187,203141,199541,207648,
Texas,Clay,240534,237128,243792,251437,
Texas,Cochran,402087,416709,456528,401268,
Texas,Coke,169676,154385,151295,151963,
Texas,Coleman,217358,220003,220129,220393,
Texas,Collin,50887993,53840440,56082965,59917532,
Texas,Collingsworth,89321,96979,92629,101880,
Texas,Colorado,846104,805364,856080,829575,
Texas,Comal,4902123,5078067,5216179,5455611,
Texas,Comanche,382919,401811,436484,445661,
Texas,Concho,115937,108501,108603,110496,
Texas,Cooke,2535323,2428601,2494264,2603999,
Texas,Coryell,1331267,1435756,1502471,1516686,
Texas,Cottle,89124,85504,112555,95660,
Texas,Crane,1421391,1268805,1194628,1136787,
Texas,Crockett,1749465,1646013,1773441,1509126,
Texas,Crosby,276867,320323,342222,346068,
Texas,Culberson,839120,1081840,1425244,1601604,
Texas,Dallam,746969,584822,598179,520975,
Texas,Dallas,220137057,226056902,233731905,241375801,
Texas,Dawson,739721,737356,843417,811433,
Texas,DeWitt,9341325,8052986,7413069,7076798,
Texas,Deaf Smith,1698155,1514699,1442311,1365597,
Texas,Delta,98120,90641,93044,94996,
Texas,Denton,24950914,25964632,27383654,28354188,
Texas,Dickens,128837,138739,140761,141052,
Texas,Dimmit,5830122,5069387,5753634,5908447,
Texas,Donley,140346,122538,158781,162840,
Texas,Duval,461497,423968,424967,436507,
Texas,Eastland,902658,840668,915169,1096053,
Texas,Ector,12169756,10773276,11722833,12844718,
Texas,Edwards,102819,106239,105270,103814,
Texas,El Paso,27333138,27579722,28070265,28974082,
Texas,Ellis,4757978,4910556,4939819,5263388,
Texas,Erath,1423892,1458608,1542395,1639702,
Texas,Falls,361665,378232,384311,397988,
Texas,Fannin,624023,652635,683053,719113,
Texas,Fayette,1663815,1617915,1702891,1676417,
Texas,Fisher,241192,235337,233169,269140,
Texas,Floyd,275103,246891,335089,331475,
Texas,Foard,45757,43240,46113,48701,
Texas,Fort Bend,28277968,22713161,23180856,24423084,
Texas,Franklin,410877,405561,422235,447719,
Texas,Freestone,1991526,1774119,1833862,1384485,
Texas,Frio,1804483,1636444,1812542,1972828,
Texas,Gaines,3071021,3143750,3374899,3329962,
Texas,Galveston,13438716,13923623,13991719,14227702,
Texas,Garza,392575,396636,394392,386173,
Texas,Gillespie,814218,832301,829962,855051,
Texas,Glasscock,3227077,3419824,4188974,5445361,
Texas,Goliad,324593,315686,345439,348238,
Texas,Gonzales,5039799,4715861,4829309,4962433,
Texas,Gray,1254277,1074164,1096956,1078311,
Texas,Grayson,4355290,4370950,4475124,4691343,
Texas,Gregg,7851814,7432406,7554845,7899636,
Texas,Grimes,1209368,1107248,1057200,1087331,
Texas,Guadalupe,7892978,8038245,8578658,9253418,
Texas,Hale,1372721,1268627,1299060,1356731,
Texas,Hall,82461,83017,77221,77938,
Texas,Hamilton,202268,207874,210996,218155,
Texas,Hansford,1022789,855907,879769,945214,
Texas,Hardeman,205461,205436,203502,193103,
Texas,Hardin,1282714,1249286,1258985,1320027,
Texas,Harris,358868375,350522882,351838302,361353488,
Texas,Harrison,4405398,4350017,4419469,4509467,
Texas,Hartley,959518,776267,901759,906563,
Texas,Haskell,192651,211294,258137,298804,
Texas,Hays,5428938,5709953,5969966,6291164,
Texas,Hemphill,1515128,1288646,1202424,1047164,
Texas,Henderson,1567343,1569941,1643810,1680801,
Texas,Hidalgo,19570711,20007112,20381184,21017756,
Texas,Hill,865074,890421,907781,922510,
Texas,Hockley,2243591,2089775,2241118,2291133,
Texas,Hood,1973766,1836421,2046183,2180548,
Texas,Hopkins,1296179,1285413,1291824,1341445,
Texas,Houston,876884,846398,857637,883298,
Texas,Howard,3215304,3723152,5093480,6757873,
Texas,Hudspeth,145705,141134,137100,149878,
Texas,Hunt,3060806,3412827,3469900,3554755,
Texas,Hutchinson,4908939,9380312,8903931,7999065,
Texas,Irion,2129169,1822057,1845890,1717353,
Texas,Jack,753797,624966,637510,675495,
Texas,Jackson,601370,578885,637979,703860,
Texas,Jasper,1005634,956225,970666,985232,
Texas,Jeff Davis,72827,70060,72178,72768,
Texas,Jefferson,21956655,23478937,23759625,23729173,
Texas,Jim Hogg,216959,226035,224393,223390,
Texas,Jim Wells,1937644,1565164,1650206,1812196,
Texas,Johnson,5934611,5730890,6142760,6166179,
Texas,Jones,511267,514141,514593,495732,
Texas,Karnes,11154194,10296951,12711830,13273827,
Texas,Kaufman,3673450,4173953,4399554,4573275,
Texas,Kendall,1544589,1625835,1702032,1822462,
Texas,Kenedy,315528,278453,315603,305405,
Texas,Kent,413451,425760,433248,429846,
Texas,Kerr,1634397,1620694,1614033,1680749,
Texas,Kimble,162691,149140,131154,133485,
Texas,King,184716,214793,219301,208452,
Texas,Kinney,114591,110641,113598,113457,
Texas,Kleberg,1198964,1142031,1157189,1162135,
Texas,Knox,187404,189096,169237,183586,
Texas,Lamar,1954872,1994090,2066720,2141896,
Texas,Lamb,906970,771216,797444,755461,
Texas,Lampasas,416814,412937,416145,429103,
Texas,La Salle,8451546,6730787,7403097,7789093,
Texas,Lavaca,1590498,1363519,1352895,1467751,
Texas,Lee,964888,901371,921869,921090,
Texas,Leon,1298131,1102364,989740,1012329,
Texas,Liberty,1764267,1728899,1783167,1898796,
Texas,Limestone,1432623,1369196,1407387,1491163,
Texas,Lipscomb,850093,761476,816938,735518,
Texas,Live Oak,2430555,2184215,2076604,2006611,
Texas,Llano,625570,646414,644286,638468,
Texas,Loving,2388278,4188570,6586304,9557235,
Texas,Lubbock,11775829,11955144,12154015,12523583,
Texas,Lynn,173775,208370,216014,242551,
Texas,Madison,1072976,871390,792698,708151,
Texas,Marion,248798,260890,262795,275244,
Texas,Martin,4473823,5412710,7003980,9798482,
Texas,Mason,120773,114096,121936,122641,
Texas,Matagorda,2026956,2036741,2105035,2046679,
Texas,Maverick,1396862,1403362,1440038,1487369,
Texas,McCulloch,349458,316094,348038,371048,
Texas,McLennan,10826522,11405062,11913463,12347805,
Texas,McMullen,4620756,4273231,3864088,3730878,
Texas,Medina,828986,818153,852698,872982,
Texas,Menard,79642,71076,64680,65819,
Texas,Midland,18765716,18797042,22611280,26786004,
Texas,Milam,973728,997226,940908,632583,
Texas,Mills,147621,154603,152337,183690,
Texas,Mitchell,542100,541563,530060,504203,
Texas,Montague,1237808,1078040,1100417,998712,
Texas,Montgomery,20106661,20235028,21356063,22369829,
Texas,Moore,1767806,1753526,1765193,1682157,
Texas,Morris,744205,639957,638229,686443,
Texas,Motley,43182,39311,39910,41500,
Texas,Nacogdoches,2468571,2420273,2514106,2596775,
Texas,Navarro,1428644,1394937,1413194,1495539,
Texas,Newton,499778,402663,470235,508661,
Texas,Nolan,944540,947748,954905,954245,
Texas,Nueces,18864520,18790122,18902397,19117033,
Texas,Ochiltree,1916909,1557060,1538049,1509261,
Texas,Oldham,354364,383814,338867,362143,
Texas,Orange,3247476,3199109,3072605,3196209,
Texas,Palo Pinto,961620,913894,962405,1004793,
Texas,Panola,3100854,2700866,2691838,2727949,
Texas,Parker,3881585,3576103,3742191,3860064,
Texas,Parmer,1582166,1329234,1442347,1469742,
Texas,Pecos,2190674,2260388,2700203,3267658,
Texas,Polk,1130000,1162945,1185234,1212652,
Texas,Potter,7644413,7554164,7553063,7785463,
Texas,Presidio,226048,254849,226442,232643,
